epoch,acc,loss,val_acc,val_loss
0,0.01328740157480315,5.1200042133881976,0.0125,4.6460320121363585
1,0.023786089238845145,4.558387709414865,0.02894736842105263,4.278068557538484
2,0.038385826771653545,4.36171639810397,0.035526315789473684,4.1553549415186835
3,0.04609580052493438,4.240395912035244,0.04868421052631579,4.071340219598067
4,0.05495406824146982,4.11053726741961,0.05921052631578947,3.9274073600769044
5,0.06578083989501313,4.053766246229958,0.06644736842105263,3.852160970788253
6,0.06938976377952756,3.989999835572531,0.06907894736842106,3.7820380512036773
7,0.07742782152230972,3.97185750207876,0.07302631578947369,3.8680236088602165
8,0.07365485564304462,3.9480952978759927,0.08552631578947369,3.6682607550370068
9,0.08300524934383202,3.873294742088618,0.1,3.6375387643512926
10,0.09005905511811024,3.806127281013749,0.09736842105263158,3.6471913488287675
11,0.10433070866141732,3.7730483745965433,0.10921052631578948,3.5433669642398233
12,0.10547900262467191,3.751548743310563,0.10657894736842105,3.51043371652302
13,0.11056430446194225,3.714751493899528,0.11513157894736842,3.4698600994913202
14,0.11630577427821523,3.6581568286174866,0.11907894736842105,3.436665856210809
15,0.11729002624671916,3.63252554477982,0.13355263157894737,3.420423264252512
16,0.1279527559055118,3.622970975290133,0.14276315789473684,3.46102681661907
17,0.12713254593175852,3.609021065429127,0.1394736842105263,3.4305710240414267
18,0.13041338582677164,3.6014504870717605,0.13026315789473683,3.403186210833098
19,0.1328740157480315,3.5788918486417436,0.14868421052631578,3.3834175938054134
20,0.14206036745406825,3.532498209495244,0.1493421052631579,3.3685122439735813
21,0.14238845144356954,3.5158185752358024,0.17039473684210527,3.290866676129793
22,0.1504265091863517,3.4973036529510977,0.16776315789473684,3.286913437592356
23,0.1463254593175853,3.471215820062192,0.17828947368421053,3.3412512402785453
24,0.15879265091863518,3.427824386461513,0.17105263157894737,3.2870453683953538
25,0.1646981627296588,3.4295305611267493,0.1513157894736842,3.278302687092831
26,0.16699475065616798,3.419124466853505,0.18026315789473685,3.2153351131238437
27,0.1624015748031496,3.4267759729870972,0.1993421052631579,3.1939348321211964
28,0.16715879265091863,3.380325885582471,0.17960526315789474,3.2470054751948307
29,0.17519685039370078,3.36338468924595,0.18486842105263157,3.2178415674912304
30,0.17240813648293962,3.3507909718460924,0.1980263157894737,3.178103632675974
31,0.1784776902887139,3.343584917974597,0.19342105263157894,3.2066372118498148
32,0.18290682414698162,3.3515812662329885,0.19605263157894737,3.1485486532512463
33,0.182250656167979,3.3557036555032407,0.1980263157894737,3.181473591453151
34,0.18635170603674542,3.3324323539033025,0.2138157894736842,3.13186327783685
35,0.19307742782152232,3.294230476764869,0.19276315789473683,3.1490181119818437
36,0.1883202099737533,3.32837210490009,0.21118421052631578,3.2085575304533305
37,0.1971784776902887,3.2833985700382025,0.22236842105263158,3.1039461336637797
38,0.19668635170603674,3.2747580423129827,0.225,3.086422734511526
39,0.18782808398950132,3.3209568609402873,0.21118421052631578,3.1222352906277306
40,0.2001312335958005,3.2654081942841136,0.20657894736842106,3.0802642947749086
41,0.19734251968503938,3.2571196631183774,0.22894736842105262,3.0552249732770416
42,0.20291994750656167,3.2687937668928013,0.22894736842105262,3.145079083191721
43,0.21095800524934383,3.2386477613073636,0.24671052631578946,3.084912051652607
44,0.2039041994750656,3.390984675389888,0.22302631578947368,3.1761912571756463
45,0.20111548556430447,3.382920897226008,0.20592105263157895,3.2119248867034913
46,0.19225721784776903,3.3826229127999055,0.20789473684210527,3.1621106724990042
47,0.19110892388451445,3.424095784585307,0.20986842105263157,3.224442057860525
48,0.18946850393700787,3.5077693036847855,0.22105263157894736,3.253941653904162
49,0.19373359580052493,3.4749740014864705,0.21776315789473685,3.245033399682296
50,0.19094488188976377,3.504192867929854,0.20789473684210527,3.229419843774093
51,0.19668635170603674,3.4333488778492285,0.2125,3.226347484086689
52,0.19225721784776903,3.448837672005801,0.20986842105263157,3.271674080898887
53,0.1953740157480315,3.412899969130989,0.20460526315789473,3.2187088615015935
54,0.18700787401574803,3.4233745633773602,0.21644736842105264,3.178942655262194
55,0.1950459317585302,3.4013779820419674,0.20921052631578949,3.234331818630821
56,0.21194225721784776,3.3445672081524305,0.23421052631578948,3.1954205814160797
57,0.2017716535433071,3.362704885913318,0.23157894736842105,3.0937203683351218
58,0.20308398950131235,3.3600844060342143,0.22828947368421051,3.1515585773869566
59,0.20866141732283464,3.323753779954485,0.2348684210526316,3.1536374317972284
60,0.21883202099737534,3.311034170035615,0.2381578947368421,3.0754056629381683
61,0.2158792650918635,3.304259062439125,0.22236842105263158,3.114678284996434
62,0.21768372703412073,3.3172764887647053,0.22171052631578947,3.0984346239190352
63,0.21751968503937008,3.2879804751378656,0.23223684210526316,3.1181215763092043
64,0.22014435695538057,3.287362783286828,0.24210526315789474,3.119791613127056
65,0.21423884514435695,3.2934835226204138,0.2375,3.0939520384136
66,0.22736220472440946,3.292453611303815,0.2375,3.106617347817672
67,0.2245734908136483,3.2693276749508273,0.24276315789473685,3.102743665795577
68,0.22358923884514437,3.2753665904047606,0.21973684210526315,3.087460645876433
69,0.2339238845144357,3.2602600287890495,0.2625,3.065304482610602
70,0.23868110236220472,3.218175600207071,0.26973684210526316,3.0567674887807748
71,0.23523622047244094,3.2491091974764044,0.2532894736842105,3.0679083723770946
72,0.23589238845144356,3.253352272228932,0.25526315789473686,3.105232226221185
73,0.22883858267716536,3.248152853622837,0.23421052631578948,3.1120488317389237
74,0.23818897637795275,3.214096831524466,0.25,3.110328450955843
75,0.23474409448818898,3.2651209399456116,0.25394736842105264,3.0351577081178363
76,0.24015748031496062,3.2513115161985864,0.25,3.0951436707847995
77,0.24688320209973752,3.234807053263106,0.24671052631578946,3.0452847781934236
78,0.23786089238845146,3.222593040291093,0.24802631578947368,3.0962475676285592
79,0.24589895013123358,3.1996113553134786,0.26513157894736844,2.991641102339092
80,0.24360236220472442,3.213546459130415,0.2519736842105263,3.092093658447266
81,0.24261811023622049,3.216045771996806,0.2743421052631579,3.081954557017276
82,0.23753280839895013,3.2267916462239943,0.25921052631578945,3.0073290649213287
83,0.2532808398950131,3.166740171552643,0.25855263157894737,3.0481567332619113
84,0.24229002624671916,3.2196943753660507,0.24078947368421053,3.1249737312919215
85,0.2485236220472441,3.1893756702503193,0.2769736842105263,3.0411431714108117
86,0.2532808398950131,3.1825340751587876,0.2625,3.098948049545288
87,0.24688320209973752,3.213005463282267,0.2578947368421053,3.013731951462595
88,0.2616469816272966,3.165508720818467,0.2565789473684211,3.0782784060428017
89,0.24573490813648294,3.19071331362086,0.26907894736842103,2.988675079847637
90,0.25082020997375326,3.191483583037309,0.2519736842105263,3.014332618211445
91,0.23868110236220472,3.277610049160134,0.2743421052631579,3.051128144013254
92,0.2440944881889764,3.282526790939291,0.2723684210526316,3.043882390072471
93,0.24589895013123358,3.2601761411181274,0.25394736842105264,3.1586862513893528
94,0.2526246719160105,3.2759351630223392,0.2756578947368421,3.104300762477674
95,0.25278871391076113,3.274175229035025,0.27631578947368424,3.0272753991578756
96,0.25426509186351703,3.2388973893143063,0.2644736842105263,3.087106368416234
97,0.25672572178477693,3.2786104366222393,0.26710526315789473,3.081925868988037
98,0.24786745406824148,3.2666540558882584,0.275,3.0328492177160165
99,0.25820209973753283,3.288669775477232,0.26973684210526316,3.1240907518487226
100,0.25951443569553806,3.261903355753641,0.2506578947368421,3.1533312295612537
101,0.2560695538057743,3.2457131482171886,0.2513157894736842,3.0952110993234734
102,0.25770997375328086,3.255938446115008,0.27960526315789475,2.9871832546434907
103,0.25393700787401574,3.2397412621755923,0.2789473684210526,3.0929072354969227
104,0.25820209973753283,3.2353440013144588,0.2730263157894737,3.0391503484625564
105,0.2601706036745407,3.2211147196336682,0.29078947368421054,3.070700836181641
106,0.26115485564304464,3.1878741350699595,0.27828947368421053,3.0792478737078217
107,0.2514763779527559,3.2108262655303235,0.2710526315789474,3.061519105810868
108,0.2619750656167979,3.198556583384516,0.2868421052631579,2.997875055513884
109,0.25196850393700787,3.2231711555966553,0.26644736842105265,3.0159664216794466
110,0.26591207349081364,3.140029279578702,0.27631578947368424,3.0482308362659656
111,0.2637795275590551,3.175042872666687,0.26973684210526316,3.0585475281665198
112,0.26246719160104987,3.185233591109749,0.2756578947368421,3.0208374249307735
113,0.2691929133858268,3.1481590602654483,0.26513157894736844,3.074143384632311
114,0.26591207349081364,3.1666222588596695,0.26842105263157895,3.003296085407859
115,0.2675524934383202,3.154517215067946,0.2894736842105263,3.016352957173398
116,0.2660761154855643,3.175065026821427,0.28157894736842104,3.042127880297209
117,0.2680446194225722,3.141461132705368,0.2888157894736842,3.0503958124863475
118,0.27296587926509186,3.138261270022455,0.2914473684210526,3.0131366027028936
119,0.27001312335958005,3.141955280241378,0.2881578947368421,2.9827780221637927
120,0.27329396325459315,3.138541430000245,0.2868421052631579,3.0319474471242804
121,0.2713254593175853,3.1161186544913946,0.29407894736842105,3.039693220038163
122,0.26820866141732286,3.159625289947029,0.29736842105263156,3.0243086388236597
123,0.2737860892388451,3.165165204701461,0.3013157894736842,2.9663909510562294
124,0.27444225721784776,3.1130801376708224,0.2868421052631579,2.9927460017957186
125,0.276738845144357,3.137471693394378,0.27828947368421053,3.099515508350573
