epoch,acc,loss,val_acc,val_loss
7,0.055282152230971125,4.401490954276458,0.12105263157894737,3.8631276281256426
8,0.10203412073490814,3.893112879725579,0.19407894736842105,3.3912446549064237
9,0.16453412073490814,3.480990503090886,0.26842105263157895,3.010009251142803
10,0.21391076115485563,3.1377273982591203,0.33289473684210524,2.65260424990403
11,0.27755905511811024,2.8541684316524996,0.39342105263157895,2.3841826614580657
12,0.32463910761154857,2.6051520290650094,0.43355263157894736,2.1120176302759273
13,0.3646653543307087,2.3855571261854,0.4763157894736842,1.9840751961657876
14,0.40518372703412076,2.224834768478013,0.5006578947368421,1.8071784295533833
15,0.4393044619422572,2.048997670020957,0.5296052631578947,1.7473930415354277
16,0.463254593175853,1.9508740416974846,0.5434210526315789,1.6581562613186083
17,0.49015748031496065,1.8158368354081482,0.569078947368421,1.549953896120975
18,0.5318241469816273,1.6973726242546021,0.5868421052631579,1.4731934804665414
19,0.550524934383202,1.5997007007361084,0.5822368421052632,1.5709231589969836
20,0.5748031496062992,1.4918012378096894,0.5960526315789474,1.448888272988169
21,0.5905511811023622,1.4346023894201114,0.6177631578947368,1.3223958693052593
22,0.6151574803149606,1.3541694066030148,0.6394736842105263,1.276386591007835
23,0.6286089238845144,1.3026451035121607,0.6546052631578947,1.2168364775808234
24,0.6461614173228346,1.2408490617444197,0.6644736842105263,1.1562576410017515
25,0.6496062992125984,1.20662284139886,0.6861842105263158,1.0723851765456953
26,0.6635498687664042,1.150925501046844,0.6868421052631579,1.066510612086246
27,0.6807742782152231,1.0813560684130887,0.6967105263157894,1.0410777487252887
28,0.6973425196850394,1.0422793414805505,0.7203947368421053,0.9669736297507036
29,0.6953740157480315,1.0381472935983203,0.6868421052631579,1.0678939919722708
30,0.7230971128608924,0.9496056787141665,0.6973684210526315,1.012669773478257
31,0.7229330708661418,0.9317347033051994,0.7197368421052631,0.9702620578439612
32,0.7373687664041995,0.8899948494484419,0.7375,0.9241762506334406
33,0.7490157480314961,0.8638738706277738,0.7282894736842105,0.9229510842185271
34,0.75,0.8444653627440686,0.7486842105263158,0.9051348221929449
35,0.7631233595800525,0.7926003925912962,0.7467105263157895,0.8704788675433711
36,0.7631233595800525,0.77944920988377,0.7532894736842105,0.8660291539995294
37,0.781496062992126,0.7569537043102145,0.7532894736842105,0.8650093978957126
